loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,delinq_2yrs,pub_rec
10000, 36 months,9.91,322.25,B,MORTGAGE,40000,Source Verified,Fully Paid,0,0
14500, 60 months,11.7,320.43,B,RENT,75000,Source Verified,Fully Paid,0,0
30000, 60 months,23.1,847.96,G,RENT,142000,Verified,Fully Paid,0,0
7500, 36 months,7.51,233.34,A,RENT,95000,Source Verified,Fully Paid,0,0
9600, 36 months,16.2,338.89,D,RENT,48000,Source Verified,Fully Paid,0,0
2800, 36 months,6.03,85.22,A,MORTGAGE,53000,Verified,Fully Paid,0,0
35000, 36 months,15.9,1229.81,C,MORTGAGE,150000,Verified,Fully Paid,0,0
9400, 60 months,10.6,202.75,B,MORTGAGE,95000,Source Verified,Fully Paid,0,0
5200, 36 months,6.62,159.66,A,RENT,40000,Not Verified,Fully Paid,0,0
12800, 36 months,6.62,393.01,A,MORTGAGE,72000,Source Verified,Fully Paid,0,0
1700, 36 months,16.7,60.42,D,MORTGAGE,67836,Not Verified,Fully Paid,1,0
8000, 36 months,7.51,248.89,A,MORTGAGE,51000,Source Verified,Fully Paid,0,0
10300, 36 months,9.91,331.92,B,RENT,165000,Source Verified,Fully Paid,0,0
13125, 60 months,14.2,307.24,C,RENT,1.00E+05,Source Verified,Fully Paid,0,0
20000, 36 months,7.9,625.81,A,RENT,80000,Verified,Fully Paid,0,0
12900, 60 months,22.7,361.74,G,MORTGAGE,72000,Verified,Charged Off,0,0
6125, 36 months,14.6,211.28,C,OWN,66000,Source Verified,Fully Paid,1,0
26850, 60 months,12.6,488.05,B,MORTGAGE,70099,Verified,Charged Off,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,110000,Not Verified,Fully Paid,0,0
5000, 36 months,14.2,171.55,C,OWN,115000,Source Verified,Fully Paid,0,0
3800, 60 months,12.4,85.34,B,MORTGAGE,154008,Verified,Fully Paid,0,0
20000, 60 months,15.2,478.64,C,RENT,102000,Verified,Fully Paid,0,0
5000, 36 months,12.6,167.73,B,RENT,108000,Not Verified,Fully Paid,0,1
6000, 36 months,6.03,182.62,A,RENT,75000,Verified,Fully Paid,0,0
24000, 60 months,13.4,552.12,C,RENT,124704,Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,MORTGAGE,52000,Not Verified,Fully Paid,0,0
8000, 36 months,6.03,243.49,A,MORTGAGE,38496,Not Verified,Fully Paid,0,0
2100, 36 months,6.62,64.48,A,MORTGAGE,61000,Not Verified,Fully Paid,0,0
12600, 60 months,12.6,284.7,B,RENT,59000,Verified,Charged Off,0,0
1300, 36 months,9.91,41.9,B,RENT,34400,Source Verified,Fully Paid,0,0
25000, 36 months,10.6,814.34,B,MORTGAGE,75000,Verified,Fully Paid,0,0
12800, 36 months,9.91,412.48,B,MORTGAGE,262000,Verified,Fully Paid,1,0
2500, 36 months,6.62,76.76,A,MORTGAGE,74000,Not Verified,Fully Paid,0,0
28800, 60 months,18.2,735.26,D,MORTGAGE,175000,Verified,Fully Paid,0,0
24000, 36 months,6.62,736.89,A,MORTGAGE,150000,Verified,Fully Paid,0,0
4800, 36 months,11.7,158.77,B,RENT,40000,Not Verified,Fully Paid,0,0
30000, 36 months,7.9,938.71,A,MORTGAGE,120000,Verified,Fully Paid,0,0
15000, 60 months,17.5,377.49,D,MORTGAGE,78000,Not Verified,Charged Off,0,0
7000, 60 months,10.6,150.98,B,OWN,30996,Not Verified,Fully Paid,1,0
16000, 36 months,7.9,500.65,A,RENT,50000,Source Verified,Fully Paid,0,0
20000, 60 months,18.2,510.6,D,RENT,96000,Verified,Fully Paid,0,0
4000, 36 months,7.51,124.45,A,MORTGAGE,40000,Not Verified,Fully Paid,0,0
9000, 60 months,10.6,194.12,B,MORTGAGE,48000,Not Verified,Fully Paid,0,0
1500, 36 months,13.4,50.9,C,MORTGAGE,34800,Not Verified,Fully Paid,0,0
6000, 36 months,14.6,206.97,C,MORTGAGE,92000,Verified,Fully Paid,1,1
2000, 36 months,14.2,68.62,C,MORTGAGE,37000,Source Verified,Fully Paid,0,0
2500, 60 months,10.6,53.93,B,RENT,66000,Not Verified,Fully Paid,0,0
35000, 60 months,20.3,933.14,E,MORTGAGE,543000,Verified,Fully Paid,0,0
3000, 36 months,15.2,104.4,C,RENT,18000,Source Verified,Fully Paid,0,0
18000, 36 months,11.7,595.37,B,MORTGAGE,95000,Source Verified,Fully Paid,0,0
6000, 36 months,12.4,200.5,B,RENT,72000,Not Verified,Fully Paid,0,0
10000, 36 months,6.62,307.04,A,RENT,66000,Source Verified,Fully Paid,0,0
14000, 36 months,6.03,426.1,A,MORTGAGE,104800,Not Verified,Fully Paid,0,0
35000, 60 months,11.7,596.66,B,MORTGAGE,130000,Verified,Fully Paid,0,0
6000, 36 months,8.9,190.52,A,MORTGAGE,51600,Source Verified,Fully Paid,0,0
14000, 36 months,6.03,426.1,A,RENT,90000,Not Verified,Fully Paid,0,0
4300, 36 months,7.9,134.55,A,MORTGAGE,30000,Verified,Fully Paid,0,0
12000, 36 months,6.03,365.23,A,OWN,90000,Not Verified,Fully Paid,0,0
8800, 36 months,8.9,279.43,A,RENT,60000,Not Verified,Fully Paid,0,0
19500, 60 months,13.4,448.6,C,MORTGAGE,90000,Not Verified,Fully Paid,0,0
10000, 36 months,6.03,304.36,A,MORTGAGE,57600,Not Verified,Fully Paid,0,0
21600, 60 months,12.6,488.05,B,OWN,60000,Verified,Fully Paid,0,0
15000, 60 months,12.6,338.93,B,MORTGAGE,42000,Not Verified,Fully Paid,0,0
4000, 36 months,14.6,137.98,C,OWN,38000,Source Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,RENT,64600,Not Verified,Fully Paid,0,0
12800, 60 months,15.9,311,C,RENT,60000,Source Verified,Fully Paid,0,1
12000, 36 months,16.2,423.61,D,MORTGAGE,133000,Verified,Charged Off,0,0
30000, 36 months,12.6,1006.35,B,MORTGAGE,9.00E+05,Verified,Fully Paid,1,0
30000, 36 months,6.62,921.11,A,MORTGAGE,286000,Verified,Fully Paid,0,0
15600, 36 months,17.2,558.29,D,MORTGAGE,87000,Source Verified,Charged Off,2,0
30000, 36 months,7.9,938.71,A,MORTGAGE,125004,Verified,Fully Paid,0,0
35000, 60 months,22.3,973.64,F,MORTGAGE,1.00E+05,Verified,Charged Off,0,0
3500, 36 months,17.2,125.26,D,RENT,21600,Source Verified,Fully Paid,1,0
4000, 60 months,14.6,94.43,C,RENT,21158,Not Verified,Charged Off,0,0
7275, 36 months,6.03,221.42,A,MORTGAGE,36000,Not Verified,Fully Paid,0,0
6825, 36 months,8.9,216.72,A,MORTGAGE,38400,Not Verified,Fully Paid,0,0
28000, 60 months,21.2,761.92,F,RENT,57996,Verified,Charged Off,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,45000,Not Verified,Fully Paid,0,0
14775, 36 months,6.62,453.65,A,MORTGAGE,36000,Verified,Fully Paid,0,0
12500, 36 months,6.03,380.45,A,MORTGAGE,85000,Not Verified,Fully Paid,0,0
6000, 36 months,6.03,182.62,A,OWN,19200,Not Verified,Fully Paid,0,0
20000, 60 months,13.4,460.1,C,MORTGAGE,75000,Verified,Fully Paid,0,0
21000, 36 months,12.4,701.73,B,MORTGAGE,90000,Verified,Fully Paid,0,1
12000, 36 months,6.62,368.45,A,MORTGAGE,85000,Verified,Fully Paid,0,0
1000, 36 months,7.9,31.3,A,RENT,35000,Not Verified,Fully Paid,0,0
30000, 36 months,9.91,966.75,B,MORTGAGE,750000,Verified,Fully Paid,0,0
6000, 36 months,6.03,182.62,A,MORTGAGE,75000,Not Verified,Fully Paid,0,0
4000, 36 months,8.9,127.02,A,RENT,28000,Not Verified,Fully Paid,0,0
20000, 36 months,13.4,678.61,C,RENT,75000,Verified,Fully Paid,0,0
4500, 36 months,13.4,152.69,C,RENT,36000,Verified,Fully Paid,0,0
8000, 36 months,7.9,250.33,A,RENT,40000,Not Verified,Fully Paid,0,0
14000, 60 months,19,363.4,E,MORTGAGE,38000,Not Verified,Fully Paid,1,0
2000, 36 months,7.9,62.59,A,MORTGAGE,80000,Not Verified,Fully Paid,0,0
11325, 36 months,12.6,379.9,B,RENT,36000,Verified,Fully Paid,0,0
2500, 36 months,14.6,86.24,C,MORTGAGE,62000,Not Verified,Fully Paid,0,0
35000, 36 months,18.6,1276.6,E,RENT,150000,Verified,Fully Paid,0,0
6000, 36 months,15.9,210.83,C,RENT,61400,Verified,Fully Paid,0,0
5000, 36 months,8.9,158.77,A,MORTGAGE,120000,Not Verified,Fully Paid,0,1
7200, 36 months,6.62,221.07,A,MORTGAGE,182004,Not Verified,Fully Paid,0,0
8000, 36 months,15.2,278.39,C,RENT,128000,Not Verified,Charged Off,0,0
27000, 60 months,11.7,596.66,B,MORTGAGE,75000,Verified,Fully Paid,0,0
10000, 36 months,11.7,330.76,B,RENT,48000,Verified,Charged Off,1,0
6000, 36 months,12.4,200.5,B,MORTGAGE,180000,Verified,Fully Paid,0,0
7400, 36 months,12.6,248.24,B,MORTGAGE,80000,Verified,Fully Paid,0,0
5600, 36 months,16.7,199.02,D,RENT,40800,Not Verified,Fully Paid,0,1
9750, 36 months,14.2,334.52,C,MORTGAGE,82248,Source Verified,Charged Off,0,0
35000, 60 months,12.4,668.67,B,OWN,65000,Verified,Fully Paid,0,0
4000, 36 months,7.9,125.17,A,MORTGAGE,36000,Not Verified,Fully Paid,1,0
16425, 60 months,11.7,362.97,B,MORTGAGE,85000,Source Verified,Fully Paid,0,0
7200, 36 months,6.62,221.07,A,OWN,74004,Source Verified,Fully Paid,0,0
3600, 36 months,6.62,110.54,A,RENT,24000,Not Verified,Charged Off,0,0
6000, 36 months,10.6,195.44,B,MORTGAGE,43000,Not Verified,Fully Paid,0,1
25000, 60 months,9.91,530.07,B,OWN,54000,Verified,Fully Paid,0,0
15000, 60 months,9.91,318.05,B,MORTGAGE,60000,Not Verified,Fully Paid,0,0
8000, 36 months,12.6,268.36,B,RENT,65000,Not Verified,Fully Paid,0,0
11000, 60 months,10.6,237.26,B,RENT,52500,Not Verified,Fully Paid,0,0
11100, 36 months,6.03,337.84,A,RENT,75000,Verified,Fully Paid,0,0
15000, 60 months,13.4,345.08,C,MORTGAGE,44200,Not Verified,Fully Paid,0,0
12000, 36 months,15.2,417.58,C,RENT,85000,Source Verified,Fully Paid,1,0
8000, 36 months,6.03,243.49,A,RENT,35000,Not Verified,Fully Paid,0,0
10000, 36 months,11.7,330.76,B,RENT,66000,Source Verified,Fully Paid,0,0
4800, 36 months,12.4,160.4,B,MORTGAGE,39600,Not Verified,Fully Paid,1,1
7200, 36 months,11.7,238.15,B,RENT,14400,Verified,Charged Off,0,0
2000, 36 months,15.2,69.6,C,MORTGAGE,80000,Not Verified,Fully Paid,0,1
6000, 36 months,6.03,182.62,A,RENT,80000,Not Verified,Fully Paid,0,0
18000, 60 months,19.9,475.99,E,MORTGAGE,85000,Verified,Fully Paid,0,0
5950, 36 months,13.4,201.89,C,RENT,20124.6,Verified,Fully Paid,1,0
6000, 36 months,7.9,187.75,A,RENT,38400,Source Verified,Charged Off,0,0
3600, 36 months,15.2,125.28,C,RENT,60000,Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,MORTGAGE,57000,Not Verified,Fully Paid,0,0
30000, 60 months,18.6,772.29,E,RENT,80700,Verified,Charged Off,0,0
6000, 36 months,11.7,198.46,B,OWN,31200,Not Verified,Fully Paid,0,0
3000, 36 months,12.4,100.25,B,MORTGAGE,66000,Not Verified,Fully Paid,0,0
5000, 36 months,8.9,158.77,A,MORTGAGE,96000,Source Verified,Fully Paid,0,0
16000, 36 months,8.9,508.06,A,MORTGAGE,50000,Verified,Fully Paid,0,0
21250, 60 months,14.2,497.43,C,RENT,36000,Verified,Charged Off,0,0
9000, 36 months,7.9,281.62,A,RENT,133800,Source Verified,Fully Paid,1,0
3000, 36 months,13.4,101.8,C,RENT,55000,Source Verified,Charged Off,1,0
17000, 60 months,13.4,391.08,C,MORTGAGE,60000,Source Verified,Fully Paid,0,0
16000, 60 months,10.9,347.8,B,RENT,60156,Verified,Fully Paid,0,0
11325, 36 months,11.7,374.59,B,RENT,25000,Not Verified,Fully Paid,0,0
10000, 36 months,14.6,344.95,C,MORTGAGE,350000,Source Verified,Fully Paid,0,0
2100, 36 months,6.99,64.84,A,MORTGAGE,45000,Source Verified,Fully Paid,0,0
6000, 36 months,16.7,213.24,D,RENT,32124,Not Verified,Charged Off,0,0
14000, 60 months,7.9,283.2,A,MORTGAGE,70000,Source Verified,Fully Paid,0,0
22800, 60 months,12.6,515.16,B,MORTGAGE,92000,Verified,Fully Paid,0,0
20000, 60 months,14.6,472.14,C,MORTGAGE,60000,Verified,Fully Paid,0,0
12000, 60 months,14.2,280.91,C,RENT,42000,Source Verified,Charged Off,0,0
13200, 60 months,14.2,309,C,MORTGAGE,50004,Verified,Fully Paid,0,0
15000, 60 months,7.9,303.43,A,MORTGAGE,62000,Not Verified,Fully Paid,0,0
11700, 60 months,16.7,289.34,D,MORTGAGE,80000,Verified,Fully Paid,0,0
1500, 36 months,13.4,50.9,C,RENT,25200,Not Verified,Fully Paid,0,0
7500, 36 months,17.2,268.41,D,RENT,58000,Not Verified,Fully Paid,0,0
33000, 36 months,20.3,1231.45,E,MORTGAGE,220000,Verified,Fully Paid,0,0
12475, 36 months,6.62,383.03,A,MORTGAGE,66000,Verified,Fully Paid,0,0
20000, 60 months,19.9,477.98,E,MORTGAGE,95000,Verified,Charged Off,0,0
3200, 36 months,7.51,99.56,A,MORTGAGE,50000,Source Verified,Fully Paid,0,0
28000, 36 months,11.7,926.13,B,MORTGAGE,62000,Verified,Fully Paid,1,0
1200, 36 months,6.03,36.53,A,MORTGAGE,60000,Not Verified,Fully Paid,0,0
9600, 36 months,7.9,300.39,A,RENT,60000,Source Verified,Fully Paid,1,0
20500, 60 months,10.6,442.15,B,MORTGAGE,80200,Verified,Fully Paid,0,0
8125, 60 months,19,210.91,E,MORTGAGE,70000,Verified,Fully Paid,0,0
6000, 36 months,6.62,184.23,A,OWN,54000,Not Verified,Fully Paid,0,0
7500, 36 months,8.9,238.15,A,MORTGAGE,109000,Verified,Fully Paid,0,0
7500, 36 months,6.03,228.27,A,MORTGAGE,138000,Source Verified,Fully Paid,0,0
6000, 36 months,15.9,210.92,D,MORTGAGE,20400,Verified,Fully Paid,1,0
14000, 60 months,12.9,318.48,C,MORTGAGE,66996,Verified,Fully Paid,0,0
7350, 36 months,11.9,244.1,B,MORTGAGE,220000,Verified,Fully Paid,0,0
32000, 36 months,15.2,1112.9,C,MORTGAGE,60000,Verified,Charged Off,0,0
13150, 60 months,13.4,302.52,C,MORTGAGE,54000,Verified,Charged Off,0,0
13200, 60 months,14.7,312.58,C,RENT,36000,Source Verified,Fully Paid,0,0
14000, 60 months,14.7,331.52,C,RENT,45000,Source Verified,Fully Paid,0,0
1500, 36 months,15.2,52.17,C,RENT,36000,Source Verified,Fully Paid,0,0
8000, 36 months,5.42,241.28,A,MORTGAGE,50000,Verified,Fully Paid,0,0
12375, 60 months,8.49,253.84,A,MORTGAGE,44000,Verified,Fully Paid,0,0
35000, 36 months,10.5,1139.08,B,OWN,3.00E+05,Source Verified,Fully Paid,0,0
4200, 60 months,16.4,103.24,D,RENT,50004,Verified,Fully Paid,0,0
30000, 60 months,15.2,600.17,C,MORTGAGE,62742,Verified,Charged Off,0,0
6000, 36 months,5.42,180.96,A,MORTGAGE,52800,Source Verified,Charged Off,0,0
20000, 36 months,17.4,717.95,D,RENT,57012.8,Verified,Fully Paid,0,0
30000, 60 months,13.4,690.15,C,RENT,73300,Verified,Fully Paid,0,0
10000, 60 months,15.2,239.11,C,MORTGAGE,70000,Verified,Fully Paid,0,0
24000, 60 months,12.9,545.96,C,MORTGAGE,1.00E+05,Source Verified,Fully Paid,0,0
8000, 36 months,17.4,287.18,D,RENT,50000,Source Verified,Fully Paid,0,0
15000, 60 months,12.9,341.22,C,RENT,52000,Not Verified,Fully Paid,0,0
4000, 36 months,10.5,130.18,B,RENT,38400,Not Verified,Fully Paid,0,1
28000, 60 months,11.9,622.71,B,MORTGAGE,90000,Verified,Fully Paid,0,0
10000, 36 months,15.6,349.7,D,RENT,48000,Source Verified,Fully Paid,1,0
7200, 36 months,11.4,237.4,B,MORTGAGE,95000,Source Verified,Fully Paid,0,0
10000, 36 months,9.99,322.63,B,RENT,125000,Not Verified,Fully Paid,0,0
20000, 60 months,15.2,478.22,C,MORTGAGE,56330,Verified,Fully Paid,0,0
3000, 36 months,15.9,105.46,D,RENT,18000,Not Verified,Fully Paid,0,0
10975, 60 months,11.9,244.08,B,MORTGAGE,76000,Not Verified,Fully Paid,0,0
8000, 36 months,11.4,263.78,B,MORTGAGE,101000,Source Verified,Fully Paid,0,0
20950, 60 months,11.4,401.83,B,MORTGAGE,46551,Verified,Charged Off,0,0
21400, 36 months,15.2,744.26,C,MORTGAGE,90000,Source Verified,Fully Paid,0,0
6500, 36 months,5.42,196.04,A,MORTGAGE,35352,Not Verified,Fully Paid,0,0
8000, 36 months,5.42,241.28,A,MORTGAGE,79200,Verified,Fully Paid,0,0
5500, 36 months,5.42,165.88,A,MORTGAGE,240000,Source Verified,Fully Paid,0,0
15000, 36 months,8.49,473.45,A,RENT,80000,Source Verified,Fully Paid,0,0
25450, 60 months,21.3,506.97,F,MORTGAGE,81000,Verified,Fully Paid,0,1
13000, 60 months,7.49,260.44,A,MORTGAGE,80004,Not Verified,Fully Paid,0,0
28000, 60 months,18.7,723.11,E,RENT,92000,Verified,Fully Paid,0,0
35000, 36 months,10.9,1145.69,B,MORTGAGE,80000,Source Verified,Fully Paid,0,0
2900, 60 months,16.4,71.28,D,RENT,45600,Source Verified,Fully Paid,0,0
3000, 60 months,11.9,66.72,B,MORTGAGE,9240,Verified,Fully Paid,0,0
6925, 36 months,15.9,243.43,D,RENT,40000,Source Verified,Fully Paid,0,0
3000, 36 months,5.99,91.26,A,RENT,52000,Source Verified,Fully Paid,0,0
5000, 36 months,8.49,157.82,A,RENT,90000,Not Verified,Fully Paid,0,0
10000, 36 months,8.49,315.63,A,RENT,1.00E+05,Not Verified,Fully Paid,0,0
5500, 36 months,7.49,171.06,A,MORTGAGE,57000,Not Verified,Fully Paid,0,0
14000, 36 months,7.49,435.43,A,MORTGAGE,66000,Verified,Charged Off,0,0
20000, 60 months,9.99,346.25,B,MORTGAGE,48000,Source Verified,Charged Off,0,0
10000, 60 months,17.4,251.17,D,MORTGAGE,154800,Source Verified,Fully Paid,0,0
6000, 36 months,9.99,193.58,B,RENT,78000,Source Verified,Fully Paid,0,0
5100, 60 months,19.2,133.12,E,RENT,36000,Source Verified,Charged Off,1,0
6800, 36 months,10.5,221.31,B,RENT,29120,Source Verified,Fully Paid,0,0
6000, 36 months,5.42,180.96,A,MORTGAGE,89000,Not Verified,Fully Paid,0,0
12000, 60 months,12.9,272.98,C,MORTGAGE,60000,Verified,Fully Paid,0,0
14500, 36 months,11.4,478.09,B,RENT,35000,Verified,Fully Paid,0,0
25000, 60 months,13.9,581.58,C,MORTGAGE,72000,Verified,Charged Off,0,0
4800, 36 months,6.99,148.19,A,RENT,30000,Not Verified,Fully Paid,0,0
25000, 60 months,18.3,640.16,E,MORTGAGE,93048,Verified,Fully Paid,0,0
14400, 60 months,10.5,310.16,B,MORTGAGE,60000,Source Verified,Fully Paid,0,0
15000, 36 months,6.99,463.09,A,MORTGAGE,50000,Source Verified,Fully Paid,0,0
14000, 60 months,7.49,280.47,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
6000, 36 months,5.99,182.51,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
10500, 36 months,9.99,338.76,B,MORTGAGE,63400,Source Verified,Fully Paid,0,0
20000, 60 months,16.4,491.59,D,MORTGAGE,72000,Verified,Fully Paid,0,0
8000, 36 months,7.49,248.82,A,MORTGAGE,45000,Verified,Fully Paid,0,0
2000, 36 months,16.8,71.2,D,RENT,130000,Source Verified,Fully Paid,0,0
3850, 36 months,9.99,124.22,B,RENT,13273,Not Verified,Fully Paid,0,0
12075, 60 months,10.5,260.08,B,MORTGAGE,60000,Not Verified,Fully Paid,0,0
12000, 36 months,10.9,392.81,B,MORTGAGE,78000,Not Verified,Fully Paid,0,0
5000, 36 months,11.4,164.86,B,RENT,37000,Verified,Charged Off,0,0
7000, 36 months,6.99,216.11,A,MORTGAGE,25000,Source Verified,Fully Paid,0,0
16000, 60 months,15.9,389.01,D,RENT,70000,Verified,Charged Off,0,0
20000, 60 months,10.9,434.75,B,RENT,49000,Verified,Fully Paid,0,0
9050, 36 months,5.99,275.28,A,RENT,30000,Not Verified,Fully Paid,0,0
2500, 36 months,9.99,80.66,B,RENT,53000,Not Verified,Fully Paid,0,1
4800, 36 months,10.9,157.13,B,MORTGAGE,95000,Verified,Fully Paid,0,0
10000, 36 months,11.4,329.72,B,MORTGAGE,80000,Verified,Fully Paid,0,1
8000, 36 months,7.49,248.82,A,MORTGAGE,55000,Not Verified,Fully Paid,0,0
2200, 36 months,11.9,73.07,B,RENT,46080,Source Verified,Fully Paid,0,0
10200, 36 months,5.42,307.64,A,MORTGAGE,110000,Source Verified,Fully Paid,0,0
12000, 36 months,5.99,365.01,A,MORTGAGE,80000,Not Verified,Fully Paid,0,0
17475, 60 months,10.9,379.87,B,RENT,76900,Verified,Fully Paid,0,0
16000, 60 months,17.9,406.21,E,MORTGAGE,220000,Verified,Fully Paid,0,0
10400, 60 months,19.2,271.45,E,RENT,42000,Verified,Charged Off,0,0
14000, 60 months,11.9,311.36,B,MORTGAGE,85000,Verified,Charged Off,0,0
5500, 36 months,10.9,180.04,B,MORTGAGE,20400,Not Verified,Fully Paid,0,0
12000, 60 months,14.7,284.16,C,RENT,65000,Source Verified,Fully Paid,0,0
3600, 36 months,15.9,126.55,D,RENT,30000,Source Verified,Fully Paid,0,0
15000, 36 months,5.42,452.4,A,MORTGAGE,135000,Source Verified,Fully Paid,0,0
1600, 36 months,13.4,54.29,C,RENT,43200,Not Verified,Fully Paid,0,0
4000, 36 months,7.49,124.41,A,MORTGAGE,38000,Source Verified,Fully Paid,1,0
20000, 60 months,15.2,478.22,C,RENT,40000,Verified,Fully Paid,0,0
6000, 36 months,7.49,186.61,A,OWN,29553,Not Verified,Fully Paid,0,0
11500, 36 months,15.2,399.95,C,RENT,32000,Not Verified,Fully Paid,0,0
4800, 36 months,7.49,149.29,A,RENT,80000,Not Verified,Fully Paid,0,0
24000, 36 months,5.99,730.02,A,MORTGAGE,135000,Verified,Fully Paid,0,0
6250, 36 months,12.9,210.56,C,MORTGAGE,28800,Not Verified,Fully Paid,0,0
20000, 60 months,20.6,536.81,F,RENT,65000,Verified,Fully Paid,0,0
4000, 36 months,10.9,130.94,B,RENT,60000,Not Verified,Fully Paid,2,0
18000, 60 months,10.5,387.7,B,MORTGAGE,48000,Verified,Fully Paid,0,0
14750, 36 months,5.42,444.86,A,MORTGAGE,56500,Verified,Fully Paid,0,0
6800, 36 months,11.4,224.21,B,RENT,55000,Source Verified,Fully Paid,0,1
6000, 60 months,14.7,142.08,C,MORTGAGE,35000,Source Verified,Fully Paid,0,0
3000, 36 months,7.49,93.31,A,RENT,42000,Not Verified,Fully Paid,0,0
4800, 60 months,11.9,106.75,B,MORTGAGE,80004,Not Verified,Fully Paid,0,0
25000, 60 months,17.4,627.93,D,RENT,65000,Verified,Fully Paid,0,0
5000, 36 months,6.99,154.37,A,MORTGAGE,45000,Verified,Fully Paid,0,0
7000, 36 months,11.4,230.8,B,RENT,62100,Not Verified,Fully Paid,0,0
12000, 36 months,5.42,361.92,A,MORTGAGE,87278,Verified,Fully Paid,0,0
35000, 60 months,20.9,676.87,F,MORTGAGE,185000,Source Verified,Fully Paid,0,0
5825, 36 months,9.99,187.93,B,RENT,30000,Verified,Fully Paid,0,0
2750, 60 months,11.4,60.47,B,RENT,52800,Not Verified,Fully Paid,0,0
4200, 36 months,16.4,148.68,D,RENT,30000,Not Verified,Fully Paid,0,0
35000, 60 months,12.9,634.1,C,MORTGAGE,74004,Verified,Charged Off,0,0
4200, 36 months,12.9,141.5,C,OWN,50000,Verified,Fully Paid,0,0
8400, 36 months,11.9,278.97,B,MORTGAGE,65454,Not Verified,Fully Paid,0,1
20000, 60 months,10.5,430.78,B,MORTGAGE,87252,Source Verified,Fully Paid,0,0
2000, 36 months,15.6,69.94,D,MORTGAGE,52000,Not Verified,Fully Paid,0,0
10000, 36 months,12.9,336.9,C,RENT,38000,Not Verified,Charged Off,0,0
17000, 60 months,10.9,369.54,B,MORTGAGE,48000,Not Verified,Fully Paid,0,0
10000, 36 months,13.9,341.73,C,MORTGAGE,62000,Verified,Fully Paid,2,1
3500, 36 months,12.9,117.92,C,MORTGAGE,24091.68,Not Verified,Fully Paid,0,0
3000, 36 months,10.5,97.64,B,RENT,51684,Not Verified,Fully Paid,1,0
5500, 36 months,11.9,182.66,B,MORTGAGE,83000,Not Verified,Fully Paid,1,1
28500, 60 months,9.99,605.41,B,MORTGAGE,105000,Verified,Fully Paid,0,0
35000, 60 months,13.4,518.76,C,RENT,60000,Verified,Fully Paid,0,0
8975, 60 months,7.49,179.8,A,MORTGAGE,45000,Not Verified,Fully Paid,0,0
16000, 36 months,11.9,531.36,B,RENT,85000,Source Verified,Fully Paid,0,0
14000, 60 months,8.49,287.17,A,MORTGAGE,108000,Not Verified,Fully Paid,0,0
7000, 36 months,6.99,216.11,A,RENT,51000,Not Verified,Fully Paid,0,0
15000, 36 months,8.49,473.45,A,MORTGAGE,155004,Verified,Fully Paid,0,0
8000, 36 months,9.99,258.1,B,RENT,14400,Source Verified,Charged Off,0,0
6000, 36 months,15.2,208.67,C,OWN,24000,Not Verified,Fully Paid,2,0
14000, 60 months,12.9,318.48,C,MORTGAGE,95800,Source Verified,Fully Paid,0,0
7000, 36 months,13.9,239.21,C,MORTGAGE,115000,Not Verified,Fully Paid,0,0
31325, 60 months,22.8,880.37,G,RENT,160000,Verified,Fully Paid,1,0
5500, 36 months,15.2,191.28,C,RENT,19200,Not Verified,Fully Paid,0,0
5000, 36 months,14.7,172.82,C,RENT,35550,Not Verified,Fully Paid,0,0
16000, 60 months,16.8,396.7,D,MORTGAGE,57000,Not Verified,Fully Paid,0,0
12000, 36 months,9.99,387.15,B,RENT,60000,Source Verified,Fully Paid,0,0
3600, 36 months,10.9,117.85,B,RENT,21600,Not Verified,Fully Paid,0,0
11750, 36 months,10.9,384.63,B,RENT,55000,Not Verified,Fully Paid,0,0
8000, 36 months,15.2,278.23,C,RENT,52500,Source Verified,Charged Off,0,1
10000, 36 months,5.42,301.6,A,RENT,53376,Not Verified,Fully Paid,0,0
24000, 60 months,17.9,609.32,E,RENT,60000,Verified,Fully Paid,0,0
20000, 60 months,18.3,512.13,E,MORTGAGE,68000,Verified,Fully Paid,1,0
7000, 36 months,8.49,220.95,A,OWN,37200,Not Verified,Fully Paid,0,0
15000, 36 months,10.9,491.01,B,MORTGAGE,185000,Source Verified,Fully Paid,0,0
6000, 36 months,6.99,185.24,A,RENT,47000,Source Verified,Fully Paid,0,0
30000, 60 months,16.4,737.38,D,RENT,52800,Verified,Charged Off,0,0
19600, 60 months,13.4,450.9,C,MORTGAGE,57996,Verified,Fully Paid,0,0
4800, 36 months,13.4,162.87,C,RENT,27000,Verified,Fully Paid,0,0
4000, 36 months,12.9,134.76,C,RENT,40000,Not Verified,Fully Paid,0,0
18000, 60 months,11.9,400.31,B,MORTGAGE,52000,Verified,Fully Paid,0,1
5000, 36 months,7.49,155.51,A,RENT,75000,Not Verified,Charged Off,0,0
10000, 36 months,5.42,301.6,A,MORTGAGE,150000,Verified,Fully Paid,0,0
